ev_id,rec_stat,approval_date,lchg_userid,lchg_date
20100619X91410,B,2011-04-07,,2020-09-25 16:05:53
20100619X92228,B,2011-05-26,,2020-09-25 16:04:52
20100620X05855,B,2010-12-20,,2020-09-25 16:04:52
20100620X45959,B,2010-10-21,,2020-09-25 16:02:53
20100620X92126,B,2011-01-07,,2020-09-25 16:04:52
20100621X92620,B,2010-10-21,,2020-09-25 16:03:53
20100621X03410,B,2010-10-21,,2020-09-25 16:03:53
20100621X04325,B,2011-06-27,,2020-09-25 16:01:19
20100621X10128,B,2010-10-21,,2020-09-25 16:02:53
20100621X12612,B,2010-07-09,,2020-11-03 20:30:11
20100621X13129,B,2010-10-21,,2020-09-25 16:02:53
20100621X20350,B,2010-10-21,,2020-09-25 16:04:52
20100621X22816,B,2011-05-11,,2020-09-25 16:02:09
20100621X25212,B,2010-10-21,,2020-09-25 16:02:53
20100621X31143,B,2011-03-16,,2020-09-25 16:02:09
20100621X34045,B,2012-06-28,,2020-09-25 16:02:09
20100621X41301,B,2011-05-19,,2020-09-25 16:05:53
20100621X42357,B,2010-10-21,,2020-09-25 16:02:09
20100621X51110,B,2011-04-07,,2020-09-25 16:03:53
20100621X53342,B,2012-03-08,broda,2020-09-25 16:03:53
20100621X55821,B,2010-12-20,,2020-09-25 16:06:52
20100621X62851,B,2011-08-22,,2020-09-25 16:02:09
20100621X64226,B,2011-06-20,,2020-09-25 16:01:19
20100621X64910,B,2010-10-21,,2020-09-25 16:03:53
20100622X00654,B,2011-05-19,,2020-09-25 16:01:19
20100622X23218,B,2010-12-20,,2020-09-25 16:02:53
20100622X43334,B,2011-07-18,,2020-09-25 16:02:09
20100623X90605,B,2010-12-20,,2020-09-25 16:05:53
20100623X13907,B,2011-10-28,,2020-11-03 20:30:11
20100623X20115,B,2011-05-11,,2020-09-25 16:02:09
20100623X20145,B,2010-07-23,,2020-11-03 20:30:12
20100623X41401,F,2015-11-18,,2020-09-25 16:08:44
20100623X43404,B,2010-10-21,,2020-09-25 16:02:53
20100623X62655,B,2011-05-26,,2020-09-25 16:02:53
20100624X71830,B,2011-06-13,,2020-09-25 16:02:09
20100624X91735,B,2012-06-14,,2020-09-25 16:01:19
20100624X93605,B,2010-12-20,,2020-09-25 16:05:53
20100624X22814,B,2010-12-20,,2020-09-25 16:02:09
20100624X23912,B,2011-06-27,,2020-09-25 16:04:52
20100624X24956,B,2013-04-10,dobn,2025-05-28 18:26:57
20100624X25616,B,2010-12-20,,2020-09-25 16:03:53
20100624X30533,B,2010-10-21,,2020-09-25 16:02:53
20100624X44846,B,2011-07-18,,2020-09-25 16:04:52
20100624X50724,B,2011-05-26,,2020-09-25 16:01:19
20100624X50945,F,,,2020-09-25 16:08:44
20100624X53241,B,2010-10-21,,2020-09-25 16:03:53
20100624X64904,B,2011-07-18,,2020-09-25 16:04:52
20100624X81358,B,2010-10-21,,2020-09-25 16:02:09
20100624X82140,B,2011-07-18,,2020-09-25 16:04:52
20100624X83927,B,2011-07-18,broda,2022-04-06 17:41:10
20100625X11319,B,2010-10-21,,2020-09-25 16:04:52
20100625X20924,B,2010-12-20,,2020-09-25 16:02:53
20100625X25922,B,2010-10-21,,2020-09-25 16:01:19
20100626X32755,B,2010-12-20,,2020-09-25 16:03:53
20100626X15355,B,2011-12-13,,2020-09-25 16:03:53
20100627X41856,B,2010-12-20,,2020-09-25 16:03:53
20100627X42021,B,2010-12-20,,2020-09-25 16:03:53
20100627X42646,B,2011-12-13,,2020-09-25 16:02:09
20100627X43641,B,2011-03-16,,2020-09-25 16:05:53
20100627X50454,B,2011-07-18,,2020-09-25 16:04:52
20100627X20107,F,2018-10-17,,2020-09-25 16:08:44
20100628X95157,B,2011-07-18,grol,2020-09-25 16:02:53
20100628X25531,B,2010-12-20,,2020-09-25 16:01:19
20100628X25535,B,2010-07-07,,2020-11-03 20:30:12
20100628X33454,B,2011-05-19,,2020-09-25 16:02:53
20100628X40547,B,2010-09-02,,2020-11-03 20:30:12
20100628X43705,B,2010-10-21,,2020-09-25 16:02:53
20100628X51605,B,2011-05-19,,2020-09-25 16:04:52
20100628X51650,B,2012-06-14,,2020-09-25 16:01:19
20100628X52137,B,2010-10-21,,2020-09-25 16:03:53
20100628X53421,B,2010-12-20,,2020-09-25 16:02:53
20100628X54428,B,2011-10-04,,2020-09-25 16:02:09
20100628X20449,B,2011-03-16,,2020-09-25 16:04:52
20100629X93749,B,2011-11-17,,2020-09-25 16:02:09
20100629X15945,B,2011-05-19,,2020-09-25 16:04:52
20100629X33419,B,2012-06-28,,2020-09-25 16:03:53
20100629X34423,B,2011-05-19,,2020-09-25 16:02:53
20100629X35556,B,2010-10-21,,2020-09-25 16:01:19
20100629X45256,B,2010-10-21,,2020-09-25 16:04:52
20100629X53437,B,2010-10-21,,2020-09-25 16:04:52
20100629X65651,B,2010-12-20,,2020-09-25 16:02:53
20100630X10303,B,2011-09-19,,2020-09-25 16:04:52
20100630X12540,B,2012-01-17,,2020-09-25 16:02:09
20100630X30344,B,2010-12-20,,2020-09-25 16:03:53
20100630X34750,B,2011-03-16,,2020-09-25 16:03:53
20100630X43957,B,2011-04-07,,2020-09-25 16:04:52
20100630X63600,B,2010-12-20,,2020-09-25 16:03:53
20100630X65010,B,2010-10-21,,2020-09-25 16:02:53
20100630X72411,B,2010-07-06,,2020-11-03 20:30:12
20100701X93344,B,2011-11-17,gibs-i,2024-07-03 14:56:21
20100701X95445,B,2011-06-13,,2020-09-25 16:01:19
20100701X20251,B,2010-12-20,,2020-09-25 16:05:53
20100701X22948,F,2014-05-01,gibs-i,2023-08-03 14:39:35
20100701X62144,B,2010-10-21,,2020-09-25 16:01:19
20100701X64943,B,2010-10-21,,2020-09-25 16:03:53
20100701X65051,B,2010-10-21,,2020-09-25 16:02:09
20100702X65308,B,2011-06-20,,2020-09-25 16:05:53
20100702X94829,B,2010-12-20,,2020-09-25 16:06:52
20100703X90846,B,2010-10-21,,2020-09-25 16:04:52
20100704X92306,B,2011-05-11,,2020-09-25 16:02:09
20100704X15412,B,2011-11-17,,2020-09-25 16:04:52
20100705X80144,B,2011-10-06,,2020-09-25 16:03:53
20100705X01827,B,2011-10-06,,2020-09-25 16:03:53
20100705X12909,B,2011-11-29,,2020-09-25 16:02:09
20100706X10407,B,2011-05-26,,2020-09-25 16:02:09
20100706X11747,B,2013-09-30,,2020-09-25 16:02:53
20100706X12800,B,2011-05-26,,2020-09-25 16:02:53
20100706X15114,B,2010-10-21,,2020-09-25 16:03:53
20100706X30130,B,2011-10-17,,2020-09-25 16:03:53
20100706X43659,B,2010-12-20,dobn,2025-05-28 18:29:38
20100706X82728,B,2011-05-11,,2020-09-25 16:02:09
20100706X91624,B,2010-12-20,,2020-09-25 16:02:53
20100706X13819,B,2011-06-27,,2020-09-25 16:01:19
20100707X35343,B,2010-10-21,,2020-09-25 16:01:19
20100707X40226,B,2010-12-20,,2020-09-25 16:06:52
20100707X43521,B,2011-04-07,,2020-09-25 16:02:09
20100707X80238,B,2010-12-20,,2020-09-25 16:03:53
20100708X84328,F,,,2020-09-25 16:08:44
20100708X10207,B,2011-06-27,,2020-09-25 16:02:53
20100708X20430,B,2011-08-30,,2020-11-03 20:30:13
20100708X22551,B,2011-10-03,,2020-09-25 16:03:53
20100708X44303,B,2010-12-20,,2020-09-25 16:02:53
20100708X44550,B,2010-10-21,,2020-09-25 16:01:19
20100708X45718,B,2010-10-21,,2020-09-25 16:02:09
20100708X60022,B,2010-12-20,,2020-09-25 16:04:52
20100708X61542,B,2010-10-21,,2020-09-25 16:05:53
20100708X70842,B,2011-05-11,,2020-09-25 16:04:52
20100708X75348,B,2010-12-20,,2020-09-25 16:02:09
20100708X75433,B,2010-10-21,,2020-09-25 16:02:09
20100708X81028,B,2010-10-21,,2020-09-25 16:02:53
20100708X82843,B,2011-07-12,,2020-09-25 16:04:52
20100708X84529,B,2010-10-21,,2020-09-25 16:02:53
20100708X85312,B,2010-10-21,,2020-09-25 16:02:53
20100708X85844,F,2010-08-02,gibs-i,2023-08-03 14:34:28
20100709X31226,B,2011-08-22,,2020-09-25 16:03:53
20100709X34453,B,2011-04-07,,2020-09-25 16:02:09
20100710X31016,B,2012-08-07,,2020-09-25 16:02:09
20100710X70251,B,2012-05-21,,2020-09-25 16:02:09
20100711X15942,B,2013-09-05,,2020-09-25 16:02:09
20100711X02917,B,2010-12-20,,2020-09-25 16:03:53
20100712X84208,B,2011-04-07,,2020-09-25 16:01:19
20100712X85137,B,2011-03-16,,2020-09-25 16:03:53
20100712X94607,B,2011-10-17,,2020-09-25 16:02:09
20100712X00527,B,2011-03-16,,2020-09-25 16:06:52
20100712X13752,B,2011-07-12,,2020-09-25 16:05:53
20100712X15100,B,2010-10-21,,2020-09-25 16:02:53
20100712X50005,B,2011-07-18,,2020-09-25 16:03:53
20100712X50901,B,2010-12-20,,2020-09-25 16:02:53
20100712X51301,B,2010-10-21,,2020-09-25 16:02:09
20100712X54906,B,2010-12-20,,2020-09-25 16:03:53
20100712X62225,B,2011-05-11,,2020-09-25 16:04:52
20100712X63435,B,2010-12-20,,2020-09-25 16:04:52
20100712X63821,B,2011-04-07,,2020-09-25 16:02:53
20100712X73647,B,2012-04-24,,2020-09-25 16:02:09
20100712X81830,B,2011-07-12,,2020-09-25 16:05:53
20100712X85702,B,2010-12-20,,2020-09-25 16:02:09
20100713X20600,B,2011-04-12,,2020-09-25 16:02:09
20100713X23333,B,2010-12-20,,2020-09-25 16:02:09
20100713X21136,B,2011-12-13,,2020-09-25 16:04:52
20100713X40415,B,2010-10-21,,2020-09-25 16:03:53
20100713X40659,B,2010-12-20,,2020-09-25 16:02:53
20100713X43713,B,2012-04-20,,2020-09-25 16:02:09
20100713X64451,B,2010-10-21,,2020-09-25 16:02:09
20100714X15637,B,2011-05-11,,2020-09-25 16:02:09
20100714X03542,B,2010-07-14,,2020-11-03 20:30:13
20100714X13546,B,2010-10-13,,2020-11-03 20:30:13
20100714X15636,B,2010-10-21,,2020-09-25 16:03:53
20100714X50804,B,2011-10-03,,2020-09-25 16:02:09
20100714X63624,B,2015-11-12,,2020-09-25 16:06:52
20100714X65634,B,2010-12-20,,2020-09-25 16:04:52
20100714X01135,B,2011-07-18,,2020-09-25 16:04:52
20100714X05907,B,2010-10-21,,2020-09-25 16:01:19
20100714X15847,B,2011-06-13,,2020-09-25 16:02:53
20100715X13336,B,2012-08-07,,2020-09-25 16:02:09
20100715X13927,B,2011-05-19,,2020-09-25 16:03:53
20100715X42426,B,2010-12-20,,2020-09-25 16:04:52
20100715X44343,B,2011-04-07,,2020-09-25 16:01:19
20100715X63109,B,2010-12-20,,2020-09-25 16:03:53
20100715X63336,B,2011-10-17,,2020-09-25 16:02:09
20100715X63552,B,2010-12-20,,2020-09-25 16:03:53
20100715X70022,B,2010-12-20,,2020-09-25 16:02:53
20100715X80259,B,2011-09-19,,2020-09-25 16:02:09
20100715X04443,B,2011-09-19,,2020-09-25 16:04:52
20100716X93450,B,2011-12-19,,2020-09-25 16:01:19
20100716X02415,B,2011-10-17,,2020-09-25 16:01:19
20100716X11746,B,2010-12-20,,2020-09-25 16:02:09
20100716X33311,B,2011-06-27,,2020-09-25 16:02:09
20100716X53201,B,2010-12-20,,2020-09-25 16:06:52
20100716X53446,B,2010-12-20,,2020-09-25 16:03:53
20100716X60304,B,2011-05-11,,2020-09-25 16:03:53
20100716X63918,B,2012-08-15,,2020-09-25 16:04:52
20100717X14523,B,2010-12-20,,2020-09-25 16:04:52
20100717X71900,B,2011-01-07,,2020-09-25 16:04:52
20100717X74629,B,2012-05-21,,2020-09-25 16:06:52
20100718X13845,B,2011-04-07,,2020-09-25 16:01:19
20100718X52341,B,2010-12-20,,2020-09-25 16:01:19
20100718X52929,B,2012-08-15,,2020-09-25 16:04:52
20100718X92742,B,2012-08-29,,2020-09-25 16:04:52
20100719X80209,B,2011-04-29,gibs-i,2023-08-03 14:41:52
20100719X91016,B,2011-04-07,,2020-09-25 16:02:09
20100719X01736,B,2011-12-19,,2020-09-25 16:01:19
20100719X43835,B,2010-12-20,,2020-09-25 16:03:53
20100719X45005,B,2010-12-20,,2020-09-25 16:01:19
20100719X61851,B,2010-12-20,,2020-09-25 16:04:52
20100719X63453,B,2010-12-20,,2020-09-25 16:01:19
20100719X92628,B,2011-06-20,,2020-09-25 16:02:09
20100719X03038,B,2010-12-20,,2020-09-25 16:06:52
20100719X10927,B,2010-12-20,,2020-09-25 16:05:53
20100720X91207,B,2010-12-20,,2020-09-25 16:03:53
20100720X02029,F,2018-10-17,,2020-09-25 16:08:44
20100720X11641,B,2011-12-27,,2020-09-25 16:04:52
20100720X12606,B,2010-12-20,,2020-09-25 16:01:19
20100720X13012,B,2010-12-20,,2020-09-25 16:02:53
20100720X25208,B,2011-04-07,,2020-09-25 16:02:09
20100720X40453,B,2011-10-28,,2020-11-03 20:30:13
20100720X43639,B,2011-12-21,,2020-09-25 16:05:53
20100720X44654,B,2011-04-07,,2020-09-25 16:06:52
20100720X80755,B,2010-12-20,,2020-09-25 16:03:53
20100721X34052,F,2010-07-30,wacc-c,2024-07-08 17:38:57
20100721X42616,B,2011-04-07,,2020-09-25 16:01:19
20100721X52136,B,2011-05-11,,2020-09-25 16:06:52
20100721X04940,B,2011-06-20,broda,2022-04-06 17:44:09
20100722X25310,B,2010-07-28,,2020-11-03 20:30:14
20100722X40109,B,2010-12-20,,2020-09-25 16:02:09
20100722X42016,B,2010-12-20,,2020-09-25 16:02:09
20100722X42234,B,2011-04-07,,2020-09-25 16:03:53
20100722X43425,B,2010-12-20,,2020-09-25 16:02:09
20100722X44734,B,2011-05-11,,2020-09-25 16:02:09
20100722X45735,B,2010-12-20,,2020-09-25 16:03:53
20100722X52126,B,2012-10-04,,2020-09-25 16:02:09
20100722X54018,B,2013-12-18,,2020-11-03 20:30:14
20100722X70304,B,2011-04-07,dobn,2025-05-28 18:25:42
20100722X70742,B,2011-04-07,,2020-09-25 16:04:52
20100722X21328,B,2013-07-18,,2020-09-25 16:01:19
20100723X31435,B,2010-12-20,,2020-09-25 16:06:52
20100723X32554,B,2011-04-07,,2020-09-25 16:02:09
20100723X51251,B,2011-03-16,,2020-09-25 16:04:52
20100723X60734,B,2012-01-17,,2020-09-25 16:01:19
20100724X22559,B,2011-04-07,,2020-09-25 16:02:09
20100724X41324,B,2012-10-04,,2020-09-25 16:02:09
20100724X45451,B,2010-12-20,,2020-09-25 16:01:19
20100725X02818,B,2010-12-20,,2020-09-25 16:02:53
20100725X03807,B,2011-05-19,,2020-09-25 16:01:19
20100725X04447,B,2011-05-19,,2020-09-25 16:02:09
20100725X05225,B,2014-03-07,,2020-09-25 16:02:09
20100725X05923,B,2011-07-18,,2020-09-25 16:02:09
20100725X01702,B,2011-04-07,,2020-09-25 16:01:19
20100725X21127,B,2011-06-27,,2020-09-25 16:01:19
20100725X22158,B,2011-06-20,,2020-09-25 16:01:19
20100725X24935,B,2011-12-13,broda,2022-04-06 17:44:48
20100726X81223,B,2010-12-20,,2020-09-25 16:04:52
20100726X05405,B,2012-04-20,dobn,2025-05-28 18:23:47
20100726X43519,B,2010-09-09,,2020-11-03 20:30:14
20100726X53555,B,2011-07-21,,2020-09-25 16:01:19
20100726X83012,B,2011-09-19,,2020-09-25 16:05:53
20100726X84918,B,2012-10-04,,2020-09-25 16:02:09
20100726X85451,B,2010-12-20,,2020-09-25 16:02:09
20100726X85651,B,2010-12-20,,2020-09-25 16:02:09
20100726X04919,B,2011-06-27,,2020-09-25 16:02:09
20100727X15215,B,2011-03-16,,2020-09-25 16:02:09
20100727X42310,B,2011-05-26,,2020-09-25 16:05:53
20100727X52711,B,2010-12-20,,2020-09-25 16:03:53
20100727X65618,B,2011-05-11,,2020-09-25 16:01:19
20100727X65835,B,2012-01-17,,2020-09-25 16:02:53
20100727X12740,B,2010-12-20,,2020-09-25 16:02:53
20100727X22656,B,2012-08-29,,2020-09-25 16:01:19
20100728X70427,B,2012-06-12,,2020-09-25 16:01:19
20100728X95647,B,2010-12-20,,2020-09-25 16:03:53
20100728X51747,B,2011-06-20,,2020-09-25 16:02:09
20100728X55008,B,2011-10-03,,2020-09-25 16:04:52
20100728X61329,B,2010-12-20,,2020-09-25 16:02:53
20100728X92614,B,2012-05-03,,2020-09-25 16:02:53
20100729X84620,B,2010-12-20,,2020-09-25 16:02:53
20100729X10458,B,2011-04-07,,2020-09-25 16:05:53
20100729X15222,B,2010-12-20,,2020-09-25 16:02:09
20100729X40852,B,2011-09-19,,2020-09-25 16:02:09
20100729X44254,B,2011-10-03,,2020-09-25 16:03:53
20100729X71844,B,2011-07-21,,2020-09-25 16:03:53
20100730X15638,B,2011-12-13,,2020-09-25 16:04:52
20100730X82457,B,2012-11-05,,2020-09-25 16:02:09
20100730X85358,B,2010-09-24,,2020-11-03 20:30:15
20100730X94727,B,2010-08-09,,2020-11-03 20:30:15
20100730X21508,B,2010-12-20,,2020-09-25 16:03:53
20100730X22323,B,2010-12-20,,2020-09-25 16:03:53
20100730X31536,B,2010-12-20,,2020-09-25 16:01:19
20100730X91552,B,2011-04-07,,2020-09-25 16:01:19
20100730X32315,B,2012-10-04,,2020-09-25 16:02:09
20100731X30316,B,2011-12-27,gibs-i,2023-06-14 18:40:26
20100801X25535,B,2011-11-22,,2020-09-25 16:03:53
20100801X44230,B,2012-06-14,,2020-09-25 16:02:09
20100801X51612,B,2011-07-21,,2020-09-25 16:01:19
20100801X72656,B,2011-04-07,,2020-09-25 16:06:52
20100801X85218,B,2011-06-27,,2020-09-25 16:01:19
20100801X90445,B,2011-10-17,,2020-09-25 16:01:19
20100802X01740,B,2012-05-21,,2020-09-25 16:02:09
20100802X12158,B,2011-04-07,,2020-09-25 16:03:53
20100802X25131,B,2011-04-07,,2020-09-25 16:03:53
20100802X31251,B,2012-06-28,,2020-09-25 16:02:09
20100802X32728,B,2010-12-20,,2020-09-25 16:02:53
20100802X52334,B,2011-04-07,,2020-09-25 16:02:09
20100802X61044,B,2010-12-20,,2020-09-25 16:03:53
20100802X61351,B,2010-12-20,,2020-09-25 16:05:53
20100802X84006,B,2010-12-20,,2020-09-25 16:02:09
20100802X01751,B,2012-03-27,,2020-09-25 16:03:53
20100802X13302,B,2011-04-07,,2020-09-25 16:01:19
20100802X20252,B,2010-12-20,,2020-09-25 16:03:53
20100803X90315,B,2011-04-07,,2020-09-25 16:06:52
20100803X14134,F,2011-02-14,gibs-i,2023-08-03 15:39:49
20100803X25950,B,2011-01-07,,2020-09-25 16:02:09
20100803X33417,B,2010-08-04,,2020-11-03 20:30:15
20100803X34621,B,2011-06-27,,2020-09-25 16:01:19
20100803X41255,B,2011-06-13,,2020-09-25 16:01:19
20100803X63732,B,2012-08-15,,2020-09-25 16:02:09
20100803X64454,B,2011-04-07,,2020-09-25 16:03:53
20100804X93715,B,2011-01-07,,2020-09-25 16:03:53
20100804X02630,B,2013-07-18,,2020-09-25 16:03:53
20100804X30949,B,2012-04-04,,2020-09-25 16:02:09
20100805X80822,B,2010-12-20,,2020-09-25 16:03:53
20100805X84210,B,2011-08-11,,2020-09-25 16:01:19
20100805X95630,B,2010-12-20,,2020-09-25 16:03:53
20100805X00148,B,2011-05-11,,2020-09-25 16:03:53
20100805X53617,B,2011-07-18,,2020-09-25 16:01:19
20100805X73225,B,2011-09-19,,2020-09-25 16:01:19
20100806X84252,B,2011-11-17,,2020-09-25 16:02:09
20100806X15526,B,2010-12-20,,2020-09-25 16:06:52
20100806X20456,B,2011-06-20,,2020-09-25 16:02:53
20100806X53016,B,2020-03-30,,2020-09-25 16:04:52
20100806X55641,B,2012-02-06,,2020-09-25 16:03:53
20100806X95014,B,2011-12-27,,2020-09-25 16:03:53
20100806X00925,B,2012-05-21,,2020-09-25 16:02:53
20100807X23643,B,2012-02-16,,2020-09-25 16:03:53
20100807X85410,B,2011-04-07,,2020-09-25 16:01:19
20100808X42452,B,2011-04-07,,2020-09-25 16:06:52
20100808X54251,B,2013-05-30,,2020-09-25 16:01:19
20100808X61636,B,2011-04-07,,2020-09-25 16:03:53
20100808X22231,B,2012-10-04,,2020-09-25 16:03:53
20100808X23044,B,2011-01-07,,2020-09-25 16:03:53
20100809X84516,B,2010-12-20,,2020-09-25 16:03:53
20100809X15745,B,2011-07-18,,2020-09-25 16:02:09
20100809X30243,B,2012-01-18,,2020-09-25 16:02:09
20100809X52829,B,2011-03-16,,2020-09-25 16:02:09
20100809X53539,B,2011-03-16,,2020-09-25 16:02:53
20100809X53916,B,2011-03-16,,2020-09-25 16:02:53
20100809X64837,B,2010-12-20,,2020-09-25 16:05:53
20100809X75512,B,2020-03-30,,2020-09-25 16:04:52
20100810X73301,B,2011-12-19,,2020-09-25 16:06:52
20100810X85131,B,2010-12-20,,2020-09-25 16:02:53
20100810X91502,B,2011-12-19,,2020-09-25 16:02:09
20100810X00613,B,2011-04-07,,2020-09-25 16:02:53
20100810X05844,B,2010-12-20,,2020-09-25 16:03:53
20100810X10734,B,2010-12-20,,2020-09-25 16:06:52
20100810X11010,B,2011-03-16,,2020-09-25 16:05:53
20100810X21826,B,2010-12-20,,2020-09-25 16:05:53
20100810X22208,B,2011-11-17,,2020-09-25 16:01:19
20100810X62027,B,2011-06-02,broda,2021-04-30 18:37:33
20100810X20446,B,2011-07-21,,2020-09-25 16:05:53
20100810X21239,B,2010-12-20,,2020-09-25 16:01:19
20100810X34440,B,2012-02-23,,2020-09-25 16:02:53
20100811X20501,B,2011-03-16,,2020-09-25 16:04:52
20100811X21901,B,2010-09-10,,2020-11-03 20:30:15
20100811X22408,F,2010-10-07,gibs-i,2023-08-03 15:46:53
20100811X41759,B,2010-12-20,,2020-09-25 16:03:53
20100811X63924,B,2014-05-01,,2020-11-03 20:30:16
20100811X74728,B,2012-08-29,,2020-09-25 16:05:53
20100811X93652,B,2010-12-20,,2020-09-25 16:05:53
20100811X32223,B,2011-11-22,,2020-09-25 16:02:53
20100812X94317,B,2010-08-24,,2020-11-03 20:30:16
20100812X35943,B,2011-01-07,,2020-09-25 16:03:53
20100812X54832,B,2011-01-07,,2020-09-25 16:02:09
20100812X54955,B,2011-04-07,,2020-09-25 16:02:53
20100812X92229,B,2011-04-07,,2020-09-25 16:04:52
20100812X13022,B,2011-05-11,,2020-09-25 16:05:53
20100813X32828,B,2011-07-14,,2020-09-25 16:06:52
20100813X33108,B,2010-12-20,,2020-09-25 16:02:53
20100813X61915,B,2011-04-07,,2020-09-25 16:04:52
20100813X72205,B,2011-03-16,,2020-09-25 16:03:53
20100813X83253,B,2014-05-22,,2020-09-25 16:02:53
20100813X91120,B,2010-12-20,,2020-09-25 16:02:53
20100814X24954,B,2011-03-16,,2020-09-25 16:02:09
20100814X55122,B,2010-12-20,,2020-09-25 16:02:53
20100814X62544,B,2011-04-07,,2020-09-25 16:02:53
20100814X13506,B,2011-04-07,,2020-09-25 16:06:52
20100815X75058,B,2011-04-07,,2020-09-25 16:01:19
20100815X81520,B,2011-07-21,,2020-09-25 16:01:19
20100815X25816,B,2011-07-21,,2020-09-25 16:02:09
20100815X42216,B,2011-03-16,,2020-09-25 16:02:09
20100815X42613,B,2010-12-20,,2020-09-25 16:03:53
20100815X43216,B,2011-03-16,,2020-09-25 16:03:53
20100815X50741,B,2011-03-16,,2020-09-25 16:03:53
20100816X80812,B,2011-12-19,,2020-09-25 16:02:09
20100816X82039,B,2012-10-16,hilf,2020-11-03 20:30:16
20100816X82251,B,2011-03-16,,2020-09-25 16:02:53
20100816X94947,B,2011-08-11,,2020-09-25 16:01:19
20100816X11015,B,2010-12-20,,2020-09-25 16:02:53
20100816X22737,B,2010-12-20,,2020-09-25 16:02:09
20100816X23350,B,2011-04-07,,2020-09-25 16:04:52
20100816X34132,B,2012-11-05,,2020-09-25 16:02:09
20100816X43936,B,2011-04-07,,2020-09-25 16:03:53
20100816X54013,B,2011-07-21,,2020-09-25 16:04:52
20100817X84118,B,2010-11-02,,2020-11-03 20:30:16
20100817X21047,B,2011-04-07,,2020-09-25 16:01:19
20100817X30617,B,2011-05-19,,2020-09-25 16:04:52
20100817X35403,B,2011-04-07,,2020-09-25 16:04:52
20100817X40515,B,2010-11-10,,2020-11-03 20:30:17
20100817X52043,B,2010-10-12,,2020-11-03 20:30:17
20100817X55115,B,2011-05-26,,2020-09-25 16:02:53
20100817X62535,B,2011-04-07,,2020-09-25 16:02:53
20100818X00639,B,2011-03-16,gibs-i,2023-06-26 13:13:54
20100818X15241,B,2011-03-16,,2020-09-25 16:02:09
20100818X30857,B,2011-03-16,,2020-09-25 16:03:53
20100818X35504,B,2011-11-17,,2020-09-25 16:02:09
20100818X61133,B,2011-10-17,,2020-09-25 16:05:53
20100818X63315,B,2010-12-20,,2020-09-25 16:06:52
20100818X92326,B,2012-10-04,,2020-09-25 16:03:53
20100819X14206,B,2011-03-16,,2020-09-25 16:02:53
20100819X44820,B,2010-12-20,,2020-09-25 16:02:09
20100819X52157,B,2010-08-30,,2020-11-03 20:30:17
20100819X52836,B,2011-05-19,,2020-09-25 16:02:53
20100819X71659,B,2013-10-29,,2020-09-25 16:04:52
20100819X01006,B,2011-03-16,,2020-09-25 16:01:19
20100820X42416,B,2011-03-16,,2020-09-25 16:01:19
20100820X51639,B,2011-01-07,,2020-09-25 16:03:53
20100820X54455,B,2011-10-17,,2020-09-25 16:02:53
20100820X13247,B,2011-05-11,,2020-09-25 16:05:53
20100822X41843,B,2012-01-17,,2020-09-25 16:03:53
20100822X05222,B,2011-03-16,,2020-09-25 16:03:53
20100822X10157,B,2011-11-22,,2020-09-25 16:03:53
20100823X81939,B,2011-12-13,,2020-09-25 16:02:53
20100823X93415,B,2011-05-11,,2020-09-25 16:03:53
20100823X95536,B,2011-06-20,,2020-09-25 16:04:52
20100823X13641,B,2011-06-13,,2020-09-25 16:02:09
20100823X13759,B,2011-04-07,,2020-09-25 16:02:53
20100823X24521,B,2013-02-27,,2020-09-25 16:05:53
20100823X51544,B,2012-03-20,,2020-09-25 16:05:53
20100823X53356,B,2011-03-16,,2020-09-25 16:02:53
20100823X85049,B,2011-08-11,,2020-09-25 16:01:19
20100824X03440,B,2011-08-11,,2020-09-25 16:01:19
20100824X04843,B,2012-10-04,,2020-09-25 16:03:53
20100824X11428,B,2010-12-20,,2020-09-25 16:04:52
20100824X84240,B,2010-09-24,,2020-11-03 20:30:17
20100824X95829,B,2011-12-19,,2020-09-25 16:02:09
20100824X23029,B,2011-03-16,,2020-09-25 16:03:53
20100824X32042,B,2011-04-07,,2020-09-25 16:02:09
20100824X34903,B,2010-12-20,,2020-09-25 16:02:09
20100824X43511,F,2010-09-23,gibs-i,2023-08-03 15:13:39
20100824X50048,B,2012-05-03,gibs-i,2023-06-21 14:54:38
20100824X53528,B,2011-03-16,,2020-09-25 16:06:52
20100824X65053,B,2011-03-16,,2020-09-25 16:02:53
20100824X83917,B,2011-03-16,gibs-i,2023-06-12 14:06:15
20100824X24158,B,2011-05-26,,2020-09-25 16:01:19
20100824X24929,B,2010-12-20,,2020-09-25 16:02:09
20100825X25643,B,2011-12-27,,2020-09-25 16:04:52
20100825X95745,B,2011-10-17,gibs-i,2023-08-03 15:57:43
20100825X10814,B,2010-08-25,,2020-11-03 20:30:18
20100825X14957,B,2011-07-21,,2020-09-25 16:02:09
20100825X21731,B,2011-10-17,,2020-09-25 16:03:53
20100825X22300,B,2011-05-19,,2020-09-25 16:03:53
20100825X34013,B,2011-01-07,,2020-09-25 16:02:53
20100825X63740,B,2011-05-11,,2020-09-25 16:02:53
20100825X64126,B,2011-12-13,,2020-09-25 16:02:09
20100826X14132,B,2010-09-08,,2020-11-03 20:30:18
20100826X22427,B,2011-01-07,,2020-09-25 16:03:53
20100826X41828,B,2010-12-20,,2020-09-25 16:03:53
